Frequency/GHz, Amplitude rel. 1, Phase 1, Ref.Amplitude rel. 1, Ref.Phase 1, Amplitude rel. 2, Phase 2, Ref.Amplitude rel. 2, Ref.Phase 2
  2474.0,  2.231758E-2,   253.29557,          NaN,         NaN, 3.403280E-13,   352.82162,          NaN,         NaN
  2475.0,  2.405003E-2,   253.45567,          NaN,         NaN, 3.613322E-13,   352.72429,          NaN,         NaN
  2476.0,  2.569198E-2,   253.61187,          NaN,         NaN, 3.968742E-13,   352.68679,          NaN,         NaN
  2477.0,  2.723470E-2,   253.76481,          NaN,         NaN, 4.377943E-13,   352.70424,          NaN,         NaN
  2478.0,  2.867107E-2,   253.91496,          NaN,         NaN, 4.777704E-13,   352.76399,          NaN,         NaN
  2479.0,  2.999547E-2,   254.06264,          NaN,         NaN, 5.128996E-13,   352.85501,          NaN,         NaN
  2480.0,  3.120369E-2,   254.20806,          NaN,         NaN, 5.408892E-13,   352.96958,          NaN,         NaN
  2481.0,  3.229287E-2,   254.35139,          NaN,         NaN, 5.604853E-13,   353.10289,          NaN,         NaN
  2482.0,  3.326148E-2,   254.49272,          NaN,         NaN, 5.711437E-13,   353.25212,          NaN,         NaN
  2483.0,  3.410930E-2,   254.63210,          NaN,         NaN, 5.728560E-13,   353.41599,          NaN,         NaN
  2484.0,  3.483735E-2,   254.76958,          NaN,         NaN, 5.660668E-13,   353.59439,          NaN,         NaN
  2485.0,  3.544790E-2,   254.90513,          NaN,         NaN, 5.516507E-13,   353.78820,          NaN,         NaN
  2486.0,  3.594443E-2,   255.03877,          NaN,         NaN, 5.309358E-13,   353.99928,          NaN,         NaN
  2487.0,  3.633153E-2,   255.17044,          NaN,         NaN, 5.057691E-13,   354.23042,          NaN,         NaN
  2488.0,  3.661493E-2,   255.30011,          NaN,         NaN, 4.786168E-13,   354.48512,          NaN,         NaN
  2489.0,  3.680133E-2,   255.42774,          NaN,         NaN, 4.526640E-13,   354.76686,          NaN,         NaN
  2490.0,  3.689840E-2,   255.55327,          NaN,         NaN, 4.318075E-13,   355.07750,          NaN,         NaN
  2491.0,  3.691466E-2,   255.67666,          NaN,         NaN, 4.203314E-13,   355.41447,          NaN,         NaN
  2492.0,  3.685932E-2,   255.79786,          NaN,         NaN, 4.220640E-13,   355.76847,          NaN,         NaN
  2493.0,  3.674221E-2,   255.91684,          NaN,         NaN, 4.392212E-13,   356.12460,          NaN,         NaN
  2494.0,  3.657359E-2,   256.03358,          NaN,         NaN, 4.717211E-13,   356.46809,          NaN,         NaN
  2495.0,  3.636399E-2,   256.14807,          NaN,         NaN, 5.175575E-13,   356.78987,          NaN,         NaN
  2496.0,  3.612402E-2,   256.26034,          NaN,         NaN, 5.738241E-13,   357.08770,          NaN,         NaN
  2497.0,  3.586414E-2,   256.37042,          NaN,         NaN, 6.375999E-13,   357.36370,          NaN,         NaN
  2498.0,  3.559445E-2,   256.47840,          NaN,         NaN, 7.063850E-13,   357.62173,          NaN,         NaN
  2499.0,  3.532448E-2,   256.58439,          NaN,         NaN, 7.782049E-13,   357.86569,          NaN,         NaN
  2500.0,  3.506289E-2,   256.68852,          NaN,         NaN, 8.515685E-13,   358.09896,          NaN,         NaN
  2501.0,  3.481732E-2,   256.79097,          NaN,         NaN, 9.253883E-13,   358.32420,          NaN,         NaN
  2502.0,  3.459415E-2,   256.89196,          NaN,         NaN, 9.989034E-13,   358.54346,          NaN,         NaN
  2503.0,  3.439835E-2,   256.99170,          NaN,         NaN, 1.071615E-12,   358.75824,          NaN,         NaN
  2504.0,  3.423334E-2,   257.09046,          NaN,         NaN, 1.143234E-12,   358.96966,          NaN,         NaN
  2505.0,  3.410098E-2,   257.18849,          NaN,         NaN, 1.213632E-12,   359.17849,          NaN,         NaN
  2506.0,  3.400153E-2,   257.28605,          NaN,         NaN, 1.282800E-12,   359.38527,          NaN,         NaN
  2507.0,  3.393375E-2,   257.38339,          NaN,         NaN, 1.350809E-12,   359.59031,          NaN,         NaN
  2508.0,  3.389502E-2,   257.48074,          NaN,         NaN, 1.417769E-12,   359.79379,          NaN,         NaN
  2509.0,  3.388155E-2,   257.57832,          NaN,         NaN, 1.483794E-12,   359.99576,          NaN,         NaN
  2510.0,  3.388856E-2,   257.67628,          NaN,         NaN, 1.548963E-12,   360.19617,          NaN,         NaN
  2511.0,  3.391056E-2,   257.77478,          NaN,         NaN, 1.613295E-12,   360.39492,          NaN,         NaN
  2512.0,  3.394160E-2,   257.87390,          NaN,         NaN, 1.676721E-12,   360.59185,          NaN,         NaN
  2513.0,  3.397552E-2,   257.97371,          NaN,         NaN, 1.739069E-12,   360.78679,          NaN,         NaN
  2514.0,  3.400617E-2,   258.07424,          NaN,         NaN, 1.800052E-12,   360.97957,          NaN,         NaN
  2515.0,  3.402765E-2,   258.17547,          NaN,         NaN, 1.859267E-12,   361.17002,          NaN,         NaN
  2516.0,  3.403447E-2,   258.27736,          NaN,         NaN, 1.916199E-12,   361.35801,          NaN,         NaN
  2517.0,  3.402170E-2,   258.37987,          NaN,         NaN, 1.970235E-12,   361.54339,          NaN,         NaN
  2518.0,  3.398510E-2,   258.48289,          NaN,         NaN, 2.020681E-12,   361.72609,          NaN,         NaN
  2519.0,  3.392121E-2,   258.58635,          NaN,         NaN, 2.066783E-12,   361.90603,          NaN,         NaN
  2520.0,  3.382736E-2,   258.69011,          NaN,         NaN, 2.107749E-12,   362.08316,          NaN,         NaN
  2521.0,  3.370176E-2,   258.79408,          NaN,         NaN, 2.142779E-12,   362.25747,          NaN,         NaN
  2522.0,  3.354347E-2,   258.89812,          NaN,         NaN, 2.171087E-12,   362.42894,          NaN,         NaN
  2523.0,  3.335238E-2,   259.00211,          NaN,         NaN, 2.191925E-12,   362.59758,          NaN,         NaN
  2524.0,  3.312917E-2,   259.10594,          NaN,         NaN, 2.204610E-12,   362.76339,          NaN,         NaN
  2525.0,  3.287528E-2,   259.20948,          NaN,         NaN, 2.208544E-12,   362.92638,          NaN,         NaN
  2526.0,  3.259280E-2,   259.31263,          NaN,         NaN, 2.203232E-12,   363.08653,          NaN,         NaN
  2527.0,  3.228442E-2,   259.41529,          NaN,         NaN, 2.188303E-12,   363.24384,          NaN,         NaN
  2528.0,  3.195329E-2,   259.51737,          NaN,         NaN, 2.163519E-12,   363.39827,          NaN,         NaN
  2529.0,  3.160294E-2,   259.61881,          NaN,         NaN, 2.128793E-12,   363.54976,          NaN,         NaN
  2530.0,  3.123718E-2,   259.71956,          NaN,         NaN, 2.084193E-12,   363.69821,          NaN,         NaN
  2531.0,  3.085991E-2,   259.81957,          NaN,         NaN, 2.029953E-12,   363.84349,          NaN,         NaN
  2532.0,  3.047508E-2,   259.91883,          NaN,         NaN, 1.966476E-12,   363.98541,          NaN,         NaN
  2533.0,  3.008646E-2,   260.01735,          NaN,         NaN, 1.894339E-12,   364.12372,          NaN,         NaN
  2534.0,  2.969763E-2,   260.11516,          NaN,         NaN, 1.814293E-12,   364.25811,          NaN,         NaN
  2535.0,  2.931177E-2,   260.21231,          NaN,         NaN, 1.727263E-12,   364.38816,          NaN,         NaN
  2536.0,  2.893160E-2,   260.30886,          NaN,         NaN, 1.634353E-12,   364.51333,          NaN,         NaN
  2537.0,  2.855930E-2,   260.40489,          NaN,         NaN, 1.536838E-12,   364.63296,          NaN,         NaN
  2538.0,  2.819642E-2,   260.50052,          NaN,         NaN, 1.436173E-12,   364.74621,          NaN,         NaN
  2539.0,  2.784387E-2,   260.59584,          NaN,         NaN, 1.333993E-12,   364.85208,          NaN,         NaN
  2540.0,  2.750188E-2,   260.69098,          NaN,         NaN, 1.232110E-12,   364.94934,          NaN,         NaN
  2541.0,  2.717002E-2,   260.78604,          NaN,         NaN, 1.132516E-12,   365.03659,          NaN,         NaN
  2542.0,  2.684727E-2,   260.88115,          NaN,         NaN, 1.037370E-12,   365.11235,          NaN,         NaN
  2543.0,  2.653203E-2,   260.97642,          NaN,         NaN, 9.489554E-13,   365.17520,          NaN,         NaN
  2544.0,  2.622227E-2,   261.07192,          NaN,         NaN, 8.695863E-13,   365.22419,          NaN,         NaN
  2545.0,  2.591559E-2,   261.16774,          NaN,         NaN, 8.014238E-13,   365.25941,          NaN,         NaN
  2546.0,  2.560934E-2,   261.26394,          NaN,         NaN, 7.461744E-13,   365.28262,          NaN,         NaN
  2547.0,  2.530077E-2,   261.36054,          NaN,         NaN, 7.047024E-13,   365.29776,          NaN,         NaN
  2548.0,  2.498711E-2,   261.45756,          NaN,         NaN, 6.766813E-13,   365.31067,          NaN,         NaN
  2549.0,  2.466568E-2,   261.55499,          NaN,         NaN, 6.604770E-13,   365.32799,          NaN,         NaN
  2550.0,  2.433407E-2,   261.65279,          NaN,         NaN, 6.533791E-13,   365.35561,          NaN,         NaN
  2551.0,  2.399012E-2,   261.75089,          NaN,         NaN, 6.520979E-13,   365.39764,          NaN,         NaN
  2552.0,  2.363212E-2,   261.84922,          NaN,         NaN, 6.533046E-13,   365.45612,          NaN,         NaN
  2553.0,  2.325880E-2,   261.94766,          NaN,         NaN, 6.540324E-13,   365.53155,          NaN,         NaN
  2554.0,  2.286941E-2,   262.04611,          NaN,         NaN, 6.518878E-13,   365.62358,          NaN,         NaN
  2555.0,  2.246377E-2,   262.14440,          NaN,         NaN, 6.451177E-13,   365.73160,          NaN,         NaN
  2556.0,  2.204230E-2,   262.24239,          NaN,         NaN, 6.326025E-13,   365.85525,          NaN,         NaN
  2557.0,  2.160601E-2,   262.33990,          NaN,         NaN, 6.138259E-13,   365.99464,          NaN,         NaN
  2558.0,  2.115657E-2,   262.43676,          NaN,         NaN, 5.888569E-13,   366.15065,          NaN,         NaN
  2559.0,  2.069621E-2,   262.53276,          NaN,         NaN, 5.583639E-13,   366.32506,          NaN,         NaN
  2560.0,  2.022781E-2,   262.62771,          NaN,         NaN, 5.236732E-13,   366.52079,          NaN,         NaN
  2561.0,  1.975480E-2,   262.72142,          NaN,         NaN, 4.868843E-13,   366.74194,          NaN,         NaN
  2562.0,  1.928114E-2,   262.81369,          NaN,         NaN, 4.510244E-13,   366.99342,          NaN,         NaN
  2563.0,  1.881129E-2,   262.90435,          NaN,         NaN, 4.201513E-13,   367.27934,          NaN,         NaN
  2564.0,  1.835012E-2,   262.99323,          NaN,         NaN, 3.991323E-13,   367.59952,          NaN,         NaN
  2565.0,  1.790283E-2,   263.08022,          NaN,         NaN, 3.926781E-13,   367.94472,          NaN,         NaN
  2566.0,  1.747485E-2,   263.16523,          NaN,         NaN, 4.036229E-13,   368.29603,          NaN,         NaN
  2567.0,  1.707169E-2,   263.24822,          NaN,         NaN, 4.316042E-13,   368.63257,          NaN,         NaN
  2568.0,  1.669877E-2,   263.32926,          NaN,         NaN, 4.734379E-13,   368.94131,          NaN,         NaN
  2569.0,  1.636130E-2,   263.40844,          NaN,         NaN, 5.246864E-13,   369.21947,          NaN,         NaN
  2570.0,  1.606399E-2,   263.48599,          NaN,         NaN, 5.809797E-13,   369.47047,          NaN,         NaN
  2571.0,  1.581089E-2,   263.56220,          NaN,         NaN, 6.385670E-13,   369.69974,          NaN,         NaN
  2572.0,  1.560520E-2,   263.63746,          NaN,         NaN, 6.943760E-13,   369.91245,          NaN,         NaN
  2573.0,  1.544903E-2,   263.71223,          NaN,         NaN, 7.459081E-13,   370.11285,          NaN,         NaN
  2574.0,  1.534335E-2,   263.78702,          NaN,         NaN, 7.911207E-13,   370.30425,          NaN,         NaN
  2575.0,  1.528784E-2,   263.86237,          NaN,         NaN, 8.283411E-13,   370.48920,          NaN,         NaN
  2576.0,  1.528096E-2,   263.93882,          NaN,         NaN, 8.562117E-13,   370.66969,          NaN,         NaN
  2577.0,  1.531997E-2,   264.01689,          NaN,         NaN, 8.736605E-13,   370.84739,          NaN,         NaN
  2578.0,  1.540112E-2,   264.09703,          NaN,         NaN, 8.798875E-13,   371.02373,          NaN,         NaN
  2579.0,  1.551980E-2,   264.17963,          NaN,         NaN, 8.743635E-13,   371.20008,          NaN,         NaN
  2580.0,  1.567076E-2,   264.26499,          NaN,         NaN, 8.568383E-13,   371.37787,          NaN,         NaN
  2581.0,  1.584834E-2,   264.35332,          NaN,         NaN, 8.273596E-13,   371.55874,          NaN,         NaN
  2582.0,  1.604666E-2,   264.44474,          NaN,         NaN, 7.863068E-13,   371.74480,          NaN,         NaN
  2583.0,  1.625979E-2,   264.53933,          NaN,         NaN, 7.344515E-13,   371.93889,          NaN,         NaN
  2584.0,  1.648194E-2,   264.63708,          NaN,         NaN, 6.730686E-13,   372.14519,          NaN,         NaN
  2585.0,  1.670749E-2,   264.73793,          NaN,         NaN, 6.041489E-13,   372.37006,          NaN,         NaN
  2586.0,  1.693116E-2,   264.84181,          NaN,         NaN, 5.308182E-13,   372.62359,          NaN,         NaN
  2587.0,  1.714800E-2,   264.94858,          NaN,         NaN, 4.581615E-13,   372.92150,          NaN,         NaN
  2588.0,  1.735346E-2,   265.05813,          NaN,         NaN, 3.946666E-13,   373.28534,          NaN,         NaN
  2589.0,  1.754337E-2,   265.17031,          NaN,         NaN, 3.535781E-13,   373.73044,          NaN,         NaN
  2590.0,  1.771397E-2,   265.28498,          NaN,         NaN, 3.498209E-13,   374.22978,          NaN,         NaN
  2591.0,  1.786190E-2,   265.40200,          NaN,         NaN, 3.888414E-13,   374.70526,          NaN,         NaN
  2592.0,  1.798417E-2,   265.52124,          NaN,         NaN, 4.617983E-13,   375.10255,          NaN,         NaN
  2593.0,  1.807818E-2,   265.64255,          NaN,         NaN, 5.554767E-13,   375.42343,          NaN,         NaN
  2594.0,  1.814166E-2,   265.76583,          NaN,         NaN, 6.597220E-13,   375.68950,          NaN,         NaN
  2595.0,  1.817269E-2,   265.89096,          NaN,         NaN, 7.678579E-13,   375.91931,          NaN,         NaN
  2596.0,  1.816966E-2,   266.01785,          NaN,         NaN, 8.753726E-13,   376.12506,          NaN,         NaN
  2597.0,  1.813130E-2,   266.14640,          NaN,         NaN, 9.789652E-13,   376.31439,          NaN,         NaN
  2598.0,  1.805659E-2,   266.27653,          NaN,         NaN, 1.076039E-12,   376.49207,          NaN,         NaN
  2599.0,  1.794483E-2,   266.40817,          NaN,         NaN, 1.164446E-12,   376.66120,          NaN,         NaN
  2600.0,  1.779560E-2,   266.54126,          NaN,         NaN, 1.242370E-12,   376.82380,          NaN,         NaN
  2601.0,  1.760870E-2,   266.67576,          NaN,         NaN, 1.308262E-12,   376.98122,          NaN,         NaN
  2602.0,  1.738425E-2,   266.81162,          NaN,         NaN, 1.360818E-12,   377.13440,          NaN,         NaN
  2603.0,  1.712259E-2,   266.94881,          NaN,         NaN, 1.398970E-12,   377.28394,          NaN,         NaN
  2604.0,  1.682431E-2,   267.08730,          NaN,         NaN, 1.421883E-12,   377.43025,          NaN,         NaN
  2605.0,  1.649024E-2,   267.22710,          NaN,         NaN, 1.428957E-12,   377.57356,          NaN,         NaN
  2606.0,  1.612145E-2,   267.36818,          NaN,         NaN, 1.419832E-12,   377.71394,          NaN,         NaN
  2607.0,  1.571924E-2,   267.51057,          NaN,         NaN, 1.394393E-12,   377.85130,          NaN,         NaN
  2608.0,  1.528513E-2,   267.65428,          NaN,         NaN, 1.352773E-12,   377.98542,          NaN,         NaN
  2609.0,  1.482085E-2,   267.79933,          NaN,         NaN, 1.295356E-12,   378.11583,          NaN,         NaN
  2610.0,  1.432836E-2,   267.94577,          NaN,         NaN, 1.222787E-12,   378.24182,          NaN,         NaN
